,title,review_n,review,review_date,likes_n,title_category,review_year,review_month,sentiment,sentiment_cat
34,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,초보도 쉬다 이해하다 있다세심한 강의감사하다 ,2021. 4. 6.,1925,금속,2021,4,good,pos_content
36,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,시작도 안한 저같다초보자에게 아주유익하다,2021. 4. 1.,1925,금속,2021,4,good,pos_etc_prefer
37,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,도움이 되다 한실질적인 정보를 알다 쉬다 설명해주다 듣기편하다,2021. 3. 31.,1925,금속,2021,3,good,pos_content
40,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,예시가 구체적이고 진행 방법이 체계적이어서 좋다,2021. 3. 25.,1925,금속,2021,3,sorry,neg_content
41,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,기본적인 내용들을 꼼꼼하다체계적으로 정리해주다 느낌이에요 ,2021. 3. 25.,1925,금속,2021,3,good,pos_content
42,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,너무 뻔하다내용에 추상적인 내용이 대부분이에요 ,2021. 3. 24.,1925,금속,2021,3,sorry,neg_content
44,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,수공예품 판매에 대해 알게 해주다 ,2021. 4. 14.,1925,금속,2021,4,good,pos_etc_prefer
45,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,실전에 도움되다 내용이 많다,2021. 4. 8.,1925,금속,2021,4,sorry,neg_content
47,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,천천히 하나씩배우다 갈다 ,2021. 4. 3.,1925,금속,2021,4,good,pos_etc_prefer
48,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,구체적인 내용들이 도움되어다 ,2021. 4. 3.,1925,금속,2021,4,sorry,neg_content
49,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,차근차근 진행되다 ,2021. 3. 26.,1925,금속,2021,3,sorry,neg_content
50,행복한 취미로 월 200만원 버는 방법 수공예 투잡 도전하기,194,강의 자료가 깔끔하다설명이 명쾌하다,2021. 3. 26.,1925,금속,2021,3,good,pos_content
199,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,상품 구성 키트까지 확알다 강의에 팁처럼 이다 해주시니 어떤거로 하다 고민 도하고 좋운둣해요 ,2021. 5. 4.,7815,레진,2021,5,sorry,neg_material
200,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,레진에 처음 입문하다 분들이 하다 좋다자격증과 정도함께 되어다 좋다,2021. 5. 1.,7815,레진,2021,5,good,pos_etc_prefer
201,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명을 알다 쉬다 차근차근자다 해주다 어렵다않다 따라가다 수있다 같다,2021. 4. 10.,7815,레진,2021,4,sorry,neg_content
202,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,영상과 설명이 자세하다노트까지 다운받다 혼자 공부하다 도움이 되다 ,2021. 4. 10.,7815,레진,2021,4,good,pos_content
203,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,하나 하나꼼꼼하다알다 처음하다 분들도 쉬다 따르다 하다 수있다 같다,2021. 2. 16.,7815,레진,2021,2,good,pos_content
204,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,기초 부분을 자다 정리해주다 기포없애다 같다팁이 좀많다 좋다다른분들말씀처럼 선 결과 확인 후 수업을 진행하다 이해가 더빠르다것같다,2021. 2. 15.,7815,레진,2021,2,sorry,neg_content
205,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명도 자다 해주시고 채다 터도 여러가지로 많다그에 맞다 좋다설명을 해주다 너무 좋다,2021. 1. 24.,7815,레진,2021,1,good,pos_content
206,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,준비물까지 챙기다 강의도 쏙쏙들어오다 서비스 시스템 등이 너무 잘되어다 ,2021. 1. 24.,7815,레진,2021,1,sorry,neg_material
207,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,강의 안에서 기초부터 꼼꼼하다설명다 해주시고 수업에 필요하다재료 이상으로 많이 보내다 주다 연습도 하다 수있다너무 재미있다하나 하나 강의를 들다 때마다 다음이 기다리다 ,2021. 1. 23.,7815,레진,2021,1,good,pos_content
208,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,입문 용으로 설명을 쉬다 해주다 좋다하지만마을지 기분이 미숙한 부분이 많이 보여서 아쉽다,2021. 1. 20.,7815,레진,2021,1,good,pos_content
209,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,처음 접하다 이해하다 쉬다 강의속도등 상세히 설명해주다 좋다거리가 멀다마을 지기님직접뵈다 없다많이 아쉽다수고많다,2021. 1. 16.,7815,레진,2021,1,good,pos_content
210,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,초보자가 따르다 하다 있다세다 부분도 자다 알다 기본기다지다 도움이 되다 ,2020. 12. 12.,7815,레진,2020,12,sorry,neg_content
211,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명도 너무 자세하다쉬다 따라가다 있다천천히 지도해주다 네용너무 좋다,2020. 12. 7.,7815,레진,2020,12,good,pos_content
212,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,자세하다설명과 친절하다해주다 같다너무 좋다처음하다 쉬다 따르다 하다 ,2020. 11. 12.,7815,레진,2020,11,good,pos_content
213,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,강의 내용도 좋다강의 속도도 따르다 편하다속도이다 감사하다 ,2020. 11. 10.,7815,레진,2020,11,good,pos_content
214,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,너무 재밌다 알차다수업따라가다 속도가 너무 빠르다해요 ㅠㅠ굳다시간도 있다처음이라 서툴다 느리다너무 빨리 넘어가다 멈추다 하다 멈추다 하다 하다 버거운 느낌이 조금들다 하다 ㅠ그래도 따라가다 있다정도여서 매우만족하다중이다,2020. 10. 28.,7815,레진,2020,10,sorry,neg_content
215,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,쉬다 따르다 하다 수있다여러파츠들을 다양하다배치해보다 무궁무진하다 만들다 수있다,2020. 10. 21.,7815,레진,2020,10,good,pos_content
216,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,2종류의 레진으로 작품을 만들다 실용적인거 같다작가님의 차분하다설명 덕분에 이해하다 쉬다 ,2020. 10. 21.,7815,레진,2020,10,good,pos_product
217,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,기초부터 차근하다알다 너무 좋다이 강의로 자격증까지 딸 수있다 좋다,2020. 10. 11.,7815,레진,2020,10,good,pos_content
218,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,지금까지는 쉬다 분배하다 자다 알다 좋다다만 저는 한영상씩짧다나누어지다 것보다 제품 하나씩완성하다 수있다영상을 한번에 보고 최대한다양하다여러 제품을 만들다 볼 수있다해주다 좋다것같다초보자인 저에게는 아직 은좋다영상들이다 ,2020. 10. 10.,7815,레진,2020,10,sorry,neg_material
219,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,미리 완성본샘플을 보여주다 클래스를 시작하다 좋다 같다이다 셜 스티커가 들어가다 모르다 얇다 길쭉하다몰드를 고르다 레진양을 잘못 정하거나하다 되다 ,2020. 10. 5.,7815,레진,2020,10,good,pos_etc_prefer
220,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,기초부터 하나 하나천천히 보여주다 많다도움이 되다 도구 사용 법도알다 좋다유튜브만 보다 왜고점도를 쓰다 물 점도를 쓰다 까지는 않다 나오다 제 작과정만 보여주다 많다기초 지식을 쌓다 수있다 좋다그리고준비물도 주다 가격 증도 딸 수있다이 가격에 배우다 수있다너무 좋다,2020. 9. 24.,7815,레진,2020,9,good,pos_etc_prefer
221,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,따르다 쉬다 해내다 때 성취 감이 정말크다 취미로 시작하다 자격증까지 도전하다 돼다 오래오래즐기다 싶다 ,2020. 9. 24.,7815,레진,2020,9,good,pos_content
222,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,이해하다 쉬다 천천히 가르치다 좋다처음하다 그렇다끈 적임이 많이 묻다 ,2020. 9. 18.,7815,레진,2020,9,good,pos_content
224,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,강의를 여러번보다 부족하다부분이 있다유투브를 통해 이유를 알다 유투브가 설명이 더자세하다 같다느낌을 받다 별로예요 할인을 받다 수강을 하다 임에도 돈아깝다생각도 괜히 들다 ,2020. 9. 12.,7815,레진,2020,9,sorry,neg_content
225,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,강사님이 조곤조곤 설명도 잘해주다 준비물까지 받다 혼자하다 이것저것사다가 중도 포기하다 같다,2020. 9. 10.,7815,레진,2020,9,sorry,neg_material
226,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,세다 꼼꼼하다자다 알다 아무리 찾다 못찾다 팁들도 많이 포함되어다 있다 좋다,2020. 8. 29.,7815,레진,2020,8,good,pos_content
228,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,하나 하나 설명하다 가면서 작업 속도도 빠르다않다 차근하다나가다 넘다 좋다초보인 제가 자다 따라가다 잇다 하다 거같다 편하다,2020. 8. 28.,7815,레진,2020,8,sorry,neg_video
229,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,간단하다쉬다 하나 하나 설명해주다 따르다 좋다기초를 자다 배우다 있다,2020. 8. 17.,7815,레진,2020,8,good,pos_content
230,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,너무 재밌다그런데재료들이 너무 촌스럽다색들로만오다 ㅠㅠㅠㅠㅠㅠ안타깝다ㅠㅠㅠ보라색 파랑색 파츠도 다양하다않다 ㅠㅠ,2020. 8. 3.,7815,레진,2020,8,sorry,neg_material
231,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,또박또박하다 말로친절하다알다 빠르다않다 속도여서 따르다 기도어렵다않다 다만 조섹제이다 빡시다 ,2020. 7. 25.,7815,레진,2020,7,sorry,neg_video
232,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,처음접다 이에게 쉬다 활용도 높다제품 만들기 위주로 소개해주다 자신감만 땅 가능성 추가,2020. 7. 17.,7815,레진,2020,7,sorry,neg_material
233,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,도움이 안돼다 부분이나 가위로 자르다 부분은 2배 속으로 해주다 계속 영상을 넘기다 중요하다부분을 못들어서다 다시들다 ㅜㅜ,2020. 7. 14.,7815,레진,2020,7,sorry,neg_video
234,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,꼼꼼하다알다 자료도 제공해주다 점은 좋다너무 기본적인 내용만 다루다 보다 응용적인 부분이 더 추가되어다 좋다,2020. 7. 4.,7815,레진,2020,7,good,pos_content
235,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,영상이 짧다 좋다중간 중간 팁을 더많이 알다 좋다 같다,2020. 6. 27.,7815,레진,2020,6,good,pos_content
236,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,항상 영상으로만 접다 직접 레진 공예 강의를 들다 만들다 보다 신기하 기도하고 예쁘다기도하지만 제일중요하다취미 생활도 되다 그보다 중요하다나의 만족도가 훨씬 크다 거같다너무 잘하다 생각 이드네요 그리고내가 직접만 들어서다 선물도 하다 다점도 장점인 것같다그동안 강의잘듣다 감사하다 기회가 되다 ㅇ,2020. 6. 26.,7815,레진,2020,6,good,pos_content
237,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,도구나 파츠 등쓰이다 레진사용법을 천천히 자세하다설명해주다 많다도움이 되다 ,2020. 6. 22.,7815,레진,2020,6,good,pos_content
238,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,강의 마다 시간이 길다않다 집중이 잘되다 얼른 여러가지해보다 싶다 마음이 더생기다 같다,2020. 6. 11.,7815,레진,2020,6,sorry,neg_content
239,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,빠지다 제품 때문에 시간이 걸리다 기도하다 다른분들보내다 땐 체크하다 자다 보내다 정말완벽하다너무 재밌다 쉽다강의이다 ,2020. 6. 9.,7815,레진,2020,6,good,pos_content
240,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,마을 지기 쌤께서 꼼꼼하다 차분하다알다 완강하다 수있다감사하다 ,2020. 6. 6.,7815,레진,2020,6,good,pos_content
241,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,자세하다설명과 궁금하다점을 댓글로 남다 늦다 않다 해답을 얻다 좋다,2020. 6. 3.,7815,레진,2020,6,good,pos_content
242,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,영상뿐만 아니다아래에 글과 사진 첨부로 더쉬다 이해하고 필기도 하다 수있다 좋다,2020. 5. 31.,7815,레진,2020,5,good,pos_content
243,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,쉬다 이해가 쏙쏙자다 되어다 좋다다만받다 못한 재료가 있다좀아쉽다재료 포장하다 시 확인을 자다 해주다 하다 ,2020. 5. 31.,7815,레진,2020,5,sorry,neg_material
244,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,어떻다작품을 만들다 건지다 미리 예시를 먼저보여주다 과정을 이해하다 데 더 도움이 되다 것같다 소소하다팁이나 초보자가 겪다 사소하다어려움에 대한 설명이 부족 핟 것같다,2020. 3. 30.,7815,레진,2020,3,sorry,neg_content
246,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,수업 중간 중간 말씀해주다 팁이 효율적이고 차근차근 단계마다 수업 진행이 이루어지다 이해하다 쉽다,2020. 3. 17.,7815,레진,2020,3,good,pos_content
247,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,재밌다놓치다 부분은 다시 볼 수있다동영상 길이가 집중하다 딱 좋다길이라서 계속보다 되다 작품을 만들다 제 눈으로 보다 더좋다,2020. 2. 19.,7815,레진,2020,2,sorry,neg_content
248,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,고퀄리티의 아이템을 오래 걸리다 않다 만들다 수있다접근하다 좋다,2020. 1. 7.,7815,레진,2020,1,good,pos_product
249,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,열심히 해주다 중간 중간 좀 더 상세히 설명하다 주다 좋다 아쉽다,2019. 12. 29.,7815,레진,2019,12,good,pos_content
250,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,따르다 바쁘다정신없다 차분하다쉬다 설명해주다 좋다생각보다 어렵다않다 재미있다,2019. 12. 27.,7815,레진,2019,12,sorry,neg_content
251,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,열심히 따르다 재료도 다양하다활용하다 내맘대로 꾸미다 좋다,2019. 12. 22.,7815,레진,2019,12,good,pos_content
252,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,상세하다 설명해주다 영상으로 크다 어려움없이 진행하다 생각보다 정말다양하다작품들을 만들다 수있다재료도 다양하다각자의 취향과 개성 표현도 자유롭다댓글로 궁금하다점을 남다 빠르다도움도 주다 너무 좋다강의이다 것같다감사하다 ,2019. 12. 5.,7815,레진,2019,12,good,pos_product
253,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,아직 상품이 안오다 열심히 영상만 보다 빨리 만들다 보고싶다 영상말고 밑에 글이 다 똑같다은줄알다 영상에는 없다글로 남겨지다 것들이 꽤있다ㅠ둘이 같이 보다 하다 보다 ㅠ,2019. 11. 27.,7815,레진,2019,11,sorry,neg_material
254,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,갑자기 스킵되다 당황스러운 면으로 중간에 하다 끊다 당황스럽다ㅠ그리고영상에서 듣다 못한걸 뎃글에서 발견하고 이해하다 되다 ,2019. 11. 26.,7815,레진,2019,11,sorry,neg_content
255,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,초보자들이 충분하다따르다 하다 수있다 자세하다설명과 알맞다진행 속도라서 좋다,2019. 10. 23.,7815,레진,2019,10,good,pos_content
256,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,기초를 탄탄하다다지다 느낌이다다만짧다 짧다나눠지다 있다영상을 크게보다 영상이 끝나다 바로 다음 영상으로 넘어가다 표시가 없다영상을 끄다 다음으로 넘어가다 다시 재생하다 불편하다,2019. 10. 16.,7815,레진,2019,10,sorry,neg_video
257,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,유튜브 보고 수업 신청하다 기대를 너무 하다 것인지 스킬이라 던지다 다양하다제품을 만들다 수있다생각하다 너무 기초 작업 위주로 수업이 되다 조금아쉽다특히 오링 작업은 빼다 좋다것같다그 수업 대신 다른 작업 하나 더알다 좋다생각되다 ,2019. 9. 12.,7815,레진,2019,9,sorry,neg_material
258,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,자격증 취득 후구 매방법을 자세하다알다 쪼만 한마을에서 도매 혜택도 받다 사실이 흥미롭다,2019. 8. 26.,7815,레진,2019,8,good,pos_content
259,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,동 영샅을 보다 만들다 방법도 알고 주의하다 하다 점은 무엇 인지도알다 있다 좋다,2019. 8. 19.,7815,레진,2019,8,good,pos_etc_prefer
260,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,친절하다가르치다 주시고 미션 댓글남다 부족하다부분도 격려와 칭찬을 고루 고루해주다 너무 좋다,2019. 8. 19.,7815,레진,2019,8,good,pos_content
261,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,기본부터 알다 좋다하지만유튜브랑 수업 내용이랑 크게다른점을 못느끼다 수업료가 저렴하다편도아니다수업 전에는 유튜브랑 다른 방식으로 수업이 이뤄지다 하다 응용 편을 더 추가하다 알다 주다 노하우같다수업에서 보다 건가하다 그 기대에는 못미치다살짝아쉽다,2019. 8. 11.,7815,레진,2019,8,sorry,neg_content
262,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,이해가 잘되다 설명도 해주다 만들다 따라가다 속도도 딱맞다 좋다,2019. 8. 10.,7815,레진,2019,8,good,pos_content
263,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,단계 별로자세하다설명해주다 좋다놓치다 부분은 다시돌리다 보다 마음에 안들면 다시하다 레진 아트재밌다,2019. 8. 9.,7815,레진,2019,8,good,pos_content
264,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,모든 수업이 제 마음대로 더꾸미다 수있다 좋다,2021. 5. 17.,7815,레진,2021,5,good,pos_etc_prefer
265,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,혼자해보다 때 궁금햇덥다알다 좋다,2021. 5. 11.,7815,레진,2021,5,good,pos_etc_prefer
266,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,쉬다 설명해주다 많다도움이 되다 있다,2021. 5. 1.,7815,레진,2021,5,good,pos_content
267,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,궁금하다점이나 부족하다점을 문의드리다 때 답변을 자다 해주다 좋다,2021. 4. 25.,7815,레진,2021,4,sorry,neg_content
268,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,쉬다 설명해주다 참고하다 너무 좋다,2021. 4. 24.,7815,레진,2021,4,good,pos_content
269,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,수업내용이 정말 금방배우다 알다 있다해주다 ,2021. 4. 15.,7815,레진,2021,4,sorry,neg_content
270,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,따르다 쉬다 천천히 설명해주다 따르다 하다 너무 재밌다,2021. 3. 23.,7815,레진,2021,3,good,pos_content
272,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,상세히 자다 알다 초보자가 배우다 너무 좋다,2021. 3. 13.,7815,레진,2021,3,good,pos_content
